     0.002 D | Testing "C:/Users/xplco/Downloads/PrismLauncher-Windows-MinGW-w64-Portable-9.4/qtlogging.ini" ...
     4.136 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\xplco\\AppData\\Roaming", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=CLAWS19", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_9804_1262719628=1", "EFC_9804_1592913036=1", "EFC_9804_2775293581=1", "EFC_9804_3789132940=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\xplco", "LOCALAPPDATA=C:\\Users\\xplco\\AppData\\Local", "LOGONSERVER=\\\\CLAWS19", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\xplco\\OneDrive", "OS=Windows_NT", "Path=C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\Program Files\\NVIDIA Corporation\\NVIDIA NvDLISR;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\Git\\cmd;C:\\Program Files\\nodejs\\;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\xplco\\AppData\\Local\\GitHubDesktop\\bin;C:\\Users\\xplco\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WinGet\\Packages\\Schniz.fnm_Microsoft.Winget.Source_8wekyb3d8bbwe;C:\\Users\\xplco\\AppData\\Roaming\\npm", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "TMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "USERDOMAIN=CLAWS19", "USERDOMAIN_ROAMINGPROFILE=CLAWS19", "USERNAME=xplco", "USERPROFILE=C:\\Users\\xplco", "windir=C:\\WINDOWS")
     4.136 D | Native environment:
     4.136 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\xplco\\AppData\\Roaming", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=CLAWS19", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_9804_1262719628=1", "EFC_9804_1592913036=1", "EFC_9804_2775293581=1", "EFC_9804_3789132940=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\xplco", "LOCALAPPDATA=C:\\Users\\xplco\\AppData\\Local", "LOGONSERVER=\\\\CLAWS19", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\xplco\\OneDrive", "OS=Windows_NT", "Path=C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\Program Files\\NVIDIA Corporation\\NVIDIA NvDLISR;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\Git\\cmd;C:\\Program Files\\nodejs\\;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\xplco\\AppData\\Local\\GitHubDesktop\\bin;C:\\Users\\xplco\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WinGet\\Packages\\Schniz.fnm_Microsoft.Winget.Source_8wekyb3d8bbwe;C:\\Users\\xplco\\AppData\\Roaming\\npm", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "TMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "USERDOMAIN=CLAWS19", "USERDOMAIN_ROAMINGPROFILE=CLAWS19", "USERNAME=xplco", "USERPROFILE=C:\\Users\\xplco", "windir=C:\\WINDOWS")
     4.137 D | Running java checker: "C:/Program Files (x86)/Java/jre7/bin/javaw.exe" "-jar C:/Users/xplco/Downloads/PrismLauncher-Windows-MinGW-w64-Portable-9.4/jars/JavaCheck.jar"
     4.137 D | Java checker has failed to start.
     4.137 D | Process environment:
     4.137 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\xplco\\AppData\\Roaming", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=CLAWS19", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_9804_1262719628=1", "EFC_9804_1592913036=1", "EFC_9804_2775293581=1", "EFC_9804_3789132940=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\xplco", "LOCALAPPDATA=C:\\Users\\xplco\\AppData\\Local", "LOGONSERVER=\\\\CLAWS19", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\xplco\\OneDrive", "OS=Windows_NT", "Path=C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\Program Files\\NVIDIA Corporation\\NVIDIA NvDLISR;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\Git\\cmd;C:\\Program Files\\nodejs\\;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\xplco\\AppData\\Local\\GitHubDesktop\\bin;C:\\Users\\xplco\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WinGet\\Packages\\Schniz.fnm_Microsoft.Winget.Source_8wekyb3d8bbwe;C:\\Users\\xplco\\AppData\\Roaming\\npm", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "TMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "USERDOMAIN=CLAWS19", "USERDOMAIN_ROAMINGPROFILE=CLAWS19", "USERNAME=xplco", "USERPROFILE=C:\\Users\\xplco", "windir=C:\\WINDOWS")
     4.137 D | Native environment:
     4.137 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\xplco\\AppData\\Roaming", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=CLAWS19", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_9804_1262719628=1", "EFC_9804_1592913036=1", "EFC_9804_2775293581=1", "EFC_9804_3789132940=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\xplco", "LOCALAPPDATA=C:\\Users\\xplco\\AppData\\Local", "LOGONSERVER=\\\\CLAWS19", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\xplco\\OneDrive", "OS=Windows_NT", "Path=C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\Program Files\\NVIDIA Corporation\\NVIDIA NvDLISR;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\Git\\cmd;C:\\Program Files\\nodejs\\;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\xplco\\AppData\\Local\\GitHubDesktop\\bin;C:\\Users\\xplco\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WinGet\\Packages\\Schniz.fnm_Microsoft.Winget.Source_8wekyb3d8bbwe;C:\\Users\\xplco\\AppData\\Roaming\\npm", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "TMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "USERDOMAIN=CLAWS19", "USERDOMAIN_ROAMINGPROFILE=CLAWS19", "USERNAME=xplco", "USERPROFILE=C:\\Users\\xplco", "windir=C:\\WINDOWS")
     4.137 D | Running java checker: "C:/Program Files (x86)/Java/jre6/bin/javaw.exe" "-jar C:/Users/xplco/Downloads/PrismLauncher-Windows-MinGW-w64-Portable-9.4/jars/JavaCheck.jar"
     4.137 D | Java checker has failed to start.
     4.137 D | Process environment:
     4.137 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\xplco\\AppData\\Roaming", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=CLAWS19", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_9804_1262719628=1", "EFC_9804_1592913036=1", "EFC_9804_2775293581=1", "EFC_9804_3789132940=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\xplco", "LOCALAPPDATA=C:\\Users\\xplco\\AppData\\Local", "LOGONSERVER=\\\\CLAWS19", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\xplco\\OneDrive", "OS=Windows_NT", "Path=C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\Program Files\\NVIDIA Corporation\\NVIDIA NvDLISR;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\Git\\cmd;C:\\Program Files\\nodejs\\;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\xplco\\AppData\\Local\\GitHubDesktop\\bin;C:\\Users\\xplco\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WinGet\\Packages\\Schniz.fnm_Microsoft.Winget.Source_8wekyb3d8bbwe;C:\\Users\\xplco\\AppData\\Roaming\\npm", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "TMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "USERDOMAIN=CLAWS19", "USERDOMAIN_ROAMINGPROFILE=CLAWS19", "USERNAME=xplco", "USERPROFILE=C:\\Users\\xplco", "windir=C:\\WINDOWS")
     4.138 D | Native environment:
     4.138 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\xplco\\AppData\\Roaming", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=CLAWS19", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_9804_1262719628=1", "EFC_9804_1592913036=1", "EFC_9804_2775293581=1", "EFC_9804_3789132940=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\xplco", "LOCALAPPDATA=C:\\Users\\xplco\\AppData\\Local", "LOGONSERVER=\\\\CLAWS19", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\xplco\\OneDrive", "OS=Windows_NT", "Path=C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\Program Files\\NVIDIA Corporation\\NVIDIA NvDLISR;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\Git\\cmd;C:\\Program Files\\nodejs\\;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\xplco\\AppData\\Local\\GitHubDesktop\\bin;C:\\Users\\xplco\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WinGet\\Packages\\Schniz.fnm_Microsoft.Winget.Source_8wekyb3d8bbwe;C:\\Users\\xplco\\AppData\\Roaming\\npm", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "TMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "USERDOMAIN=CLAWS19", "USERDOMAIN_ROAMINGPROFILE=CLAWS19", "USERNAME=xplco", "USERPROFILE=C:\\Users\\xplco", "windir=C:\\WINDOWS")
     4.138 D | Running java checker: "javaw" "-jar C:/Users/xplco/Downloads/PrismLauncher-Windows-MinGW-w64-Portable-9.4/jars/JavaCheck.jar"
     4.139 D | Java checker has failed to start.
     4.139 D | Process environment:
     4.139 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\xplco\\AppData\\Roaming", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=CLAWS19", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_9804_1262719628=1", "EFC_9804_1592913036=1", "EFC_9804_2775293581=1", "EFC_9804_3789132940=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\xplco", "LOCALAPPDATA=C:\\Users\\xplco\\AppData\\Local", "LOGONSERVER=\\\\CLAWS19", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\xplco\\OneDrive", "OS=Windows_NT", "Path=C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\Program Files\\NVIDIA Corporation\\NVIDIA NvDLISR;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\Git\\cmd;C:\\Program Files\\nodejs\\;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\xplco\\AppData\\Local\\GitHubDesktop\\bin;C:\\Users\\xplco\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WinGet\\Packages\\Schniz.fnm_Microsoft.Winget.Source_8wekyb3d8bbwe;C:\\Users\\xplco\\AppData\\Roaming\\npm", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "TMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "USERDOMAIN=CLAWS19", "USERDOMAIN_ROAMINGPROFILE=CLAWS19", "USERNAME=xplco", "USERPROFILE=C:\\Users\\xplco", "windir=C:\\WINDOWS")
     4.139 D | Native environment:
     4.139 D | QList("=::=::\\", "ALLUSERSPROFILE=C:\\ProgramData", "APPDATA=C:\\Users\\xplco\\AppData\\Roaming", "CommonProgramFiles=C:\\Program Files\\Common Files", "CommonProgramFiles(x86)=C:\\Program Files (x86)\\Common Files", "CommonProgramW6432=C:\\Program Files\\Common Files", "COMPUTERNAME=CLAWS19", "ComSpec=C:\\WINDOWS\\system32\\cmd.exe", "DriverData=C:\\Windows\\System32\\Drivers\\DriverData", "EFC_9804_1262719628=1", "EFC_9804_1592913036=1", "EFC_9804_2775293581=1", "EFC_9804_3789132940=1", "FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer", "FPS_BROWSER_USER_PROFILE_STRING=Default", "HOMEDRIVE=C:", "HOMEPATH=\\Users\\xplco", "LOCALAPPDATA=C:\\Users\\xplco\\AppData\\Local", "LOGONSERVER=\\\\CLAWS19", "NUMBER_OF_PROCESSORS=12", "OneDrive=C:\\Users\\xplco\\OneDrive", "OS=Windows_NT", "Path=C:\\Windows\\system32;C:\\Windows;C:\\Windows\\System32\\Wbem;C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\;C:\\Windows\\System32\\OpenSSH\\;C:\\Program Files (x86)\\NVIDIA Corporation\\PhysX\\Common;C:\\Program Files\\NVIDIA Corporation\\NVIDIA NvDLISR;C:\\WINDOWS\\system32;C:\\WINDOWS;C:\\WINDOWS\\System32\\Wbem;C:\\WINDOWS\\System32\\WindowsPowerShell\\v1.0\\;C:\\WINDOWS\\System32\\OpenSSH\\;C:\\Program Files\\Git\\cmd;C:\\Program Files\\nodejs\\;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WindowsApps;C:\\Users\\xplco\\AppData\\Local\\GitHubDesktop\\bin;C:\\Users\\xplco\\AppData\\Local\\Programs\\Microsoft VS Code\\bin;C:\\Users\\xplco\\AppData\\Local\\Microsoft\\WinGet\\Packages\\Schniz.fnm_Microsoft.Winget.Source_8wekyb3d8bbwe;C:\\Users\\xplco\\AppData\\Roaming\\npm", "PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC", "PROCESSOR_ARCHITECTURE=AMD64", "PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 165 Stepping 2, GenuineIntel", "PROCESSOR_LEVEL=6", "PROCESSOR_REVISION=a502", "ProgramData=C:\\ProgramData", "ProgramFiles=C:\\Program Files", "ProgramFiles(x86)=C:\\Program Files (x86)", "ProgramW6432=C:\\Program Files", "PSModulePath=C:\\Program Files\\WindowsPowerShell\\Modules;C:\\WINDOWS\\system32\\WindowsPowerShell\\v1.0\\Modules", "PUBLIC=C:\\Users\\Public", "SESSIONNAME=Console", "SystemDrive=C:", "SystemRoot=C:\\WINDOWS", "TEMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "TMP=C:\\Users\\xplco\\AppData\\Local\\Temp", "USERDOMAIN=CLAWS19", "USERDOMAIN_ROAMINGPROFILE=CLAWS19", "USERNAME=xplco", "USERPROFILE=C:\\Users\\xplco", "windir=C:\\WINDOWS")
     4.139 D | Running java checker: "" "-jar C:/Users/xplco/Downloads/PrismLauncher-Windows-MinGW-w64-Portable-9.4/jars/JavaCheck.jar"
     4.139 D | Java checker has failed to start.
     4.139 D | Process environment:
